45320.72	0.05940625	0.0110625
45320.721	0.06090625	0.00853125
45320.722	0.06184375	0.00678125
45320.723	0.061375	0.0065
45320.724	0.059625	0.0080625
45320.725	0.0568125	0.01021875
45320.726	0.054	        0.010625
45320.727	0.052	        0.0094375
45320.728	0.05040625	0.0074375
45320.729	0.0483125	0.007
45320.73	0.04690625	0.00778125
45320.731	0.0459375	0.0086875
45320.732	0.0453125	0.0095625
45320.733	0.04571875	0.00940625
45320.734	0.04784375	0.009125
45320.735	0.05134375	0.00934375
45320.736	0.0545	        0.01065625
45320.737	0.05534375	0.0125625
45320.738	0.05440625	0.0145625
45320.739	0.05346875	0.017125
45320.74	0.05209375	0.02190625
45320.741	0.04884375	0.0265625
45320.742	0.043625	0.0275625
45320.743	0.038	        0.02503125
45320.744	0.03453125	0.0201875
45320.745	0.03365625	0.01540625
45320.746	0.03478125	0.01203125
45320.747	0.03709375	0.01028125
45320.748	0.0400625	0.009625
45320.749	0.041875	0.00853125
45320.75	0.04053125	0.00728125
45320.751	0.03671875	0.00615625
45320.752	0.03140625	0.00453125
45320.753	0.026125	0.00228125
45320.754	0.019875	-0.00046875
45320.755	0.01184375	-0.0033125
45320.756	0.00296875	-0.00446875
45320.757	-0.005125	-0.00428125
45320.758	-0.01028125	-0.003375
45320.759	-0.01278125	-0.00125
45320.76	-0.0145	        0.00165625
45320.761	-0.016125	0.0048125
45320.762	-0.01675	0.0069375
45320.763	-0.01646875	0.00825
45320.764	-0.0163125	0.00846875
45320.765	-0.01659375	0.00834375
45320.766	-0.01740625	0.00859375
45320.767	-0.0175	        0.01003125
45320.768	-0.0175	        0.01178125
45320.769	-0.01834375	0.01296875
45320.77	-0.0201875	0.01346875
45320.771	-0.0228125	0.0130625
45320.772	-0.02509375	0.012625
45320.773	-0.02715625	0.0119375
45320.774	-0.02984375	0.0115625
45320.775	-0.0321875	0.01259375
45320.776	-0.0335	        0.01378125
45320.777	-0.0328125	0.014625
45320.778	-0.03134375	0.0139375
45320.779	-0.02971875	0.01
45320.78	-0.027125	0.00321875
45320.781	-0.02353125	-0.0030625
45320.782	-0.01990625	-0.0064375
45320.783	-0.01721875	-0.006375
45320.784	-0.01596875	-0.00509375
45320.785	-0.016	        -0.00596875
45320.786	-0.01553125	-0.0089375
45320.787	-0.015125	-0.01190625
45320.788	-0.01478125	-0.0118125
45320.789	-0.014	        -0.00878125
45320.79	-0.01253125	-0.00371875
45320.791	-0.01	        0.0016875
45320.792	-0.00765625	0.0074375
45320.793	-0.0059375	0.013625
45320.794	-0.00484375	0.02021875
45320.795	-0.00521875	0.0249375
45320.796	-0.00634375	0.0261875
45320.797	-0.008	        0.0236875
45320.798	-0.0094375	0.01809375
45320.799	-0.0103125	0.01165625
45320.8	        -0.00971875	0.00496875
45320.801	-0.00775	-0.00275
45320.802	-0.00571875	-0.01028125
45320.803	-0.003875	-0.01615625
45320.804	-0.00315625	-0.01834375
45320.805	-0.00178125	-0.01528125
45320.806	-0.0001875	-0.00871875
45320.807	0.0018125	-0.00215625
45320.808	0.00478125	0.00265625
45320.809	0.00834375	0.0055
45320.81	0.01240625	0.00721875
45320.811	0.0160625	0.006375
45320.812	0.01853125	0.00209375
45320.813	0.019125	-0.00465625
45320.814	0.01903125	-0.0119375
45320.815	0.01815625	-0.0178125
45320.816	0.01615625	-0.02128125
45320.817	0.013875	-0.02315625
45320.818	0.0114375	-0.02428125
45320.819	0.00953125	-0.02459375
45320.82	0.007625	-0.02315625
45320.821	0.0051875	-0.01934375
45320.822	0.00309375	-0.0145
45320.823	0.002	-0.01115625
45320.824	0.002375	-0.0103125
45320.825	0.003125	-0.0124375
45320.826	0.00471875	-0.01575
45320.827	0.00703125	-0.01721875
45320.828	0.01078125	-0.015625
45320.829	0.01478125	-0.01246875
45320.83	0.01740625	-0.00984375
45320.831	0.0178125	-0.00828125
45320.832	0.01603125	-0.00584375
45320.833	0.01375	-0.001625
45320.834	0.01171875	0.00403125
45320.835	0.01075	0.0094375
45320.836	0.0110625	0.0123125
45320.837	0.01265625	0.01184375
45320.838	0.0163125	0.00684375
45320.839	0.0204375	-0.00128125
45320.84	0.02375	-0.0104375
45320.841	0.0254375	-0.016625
45320.842	0.02646875	-0.0171875
45320.843	0.0261875	-0.01221875
45320.844	0.02453125	-0.00415625
45320.845	0.02253125	0.00446875
45320.846	0.0206875	0.01184375
45320.847	0.0198125	0.01546875
45320.848	0.0194375	0.01559375
45320.849	0.019125	0.01315625
45320.85	0.01896875	0.009625
45320.851	0.020625	0.00640625
45320.852	0.02459375	0.0049375
45320.853	0.03003125	0.0056875
45320.854	0.0364375	0.00784375
45320.855	0.0429375	0.00965625
45320.856	0.04909375	0.010375
45320.857	0.0535625	0.0105625
45320.858	0.056125	0.0098125
45320.859	0.05721875	0.008375
45320.86	0.0583125	0.00625
45320.861	0.05903125	0.0035
45320.862	0.059375	0.00153125
45320.863	0.06028125	-0.00103125
45320.864	0.06225	-0.00403125
45320.865	0.066125	-0.00603125
